Page URL,Action,Expected,Actual,Passed
http://localhost:5173/crm/activities,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/leads,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/opportunities,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/pipeline,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/reports/leads,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/reports/opportunities,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/reports/team-performance,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/crm/setup,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/customer-categories,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/customers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/dashboard,Index,page loads,loaded OK,✓
http://localhost:5173/ecommerce,Index,page loads,loaded OK,✓
http://localhost:5173/ecommerce/banners,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/categories,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/coupons,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/customers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/orders,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/pages,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/products,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/returns,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/shipping,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/ecommerce/stores,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/checks,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/credit-notes,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/debit-notes,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/payment-vouchers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/receipt-vouchers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/reports/bank-statement,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/reports/cash-flow,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/reports/checks,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/financial/reports/vouchers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fixed-assets/assets,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fixed-assets/categories,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fixed-assets/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fixed-assets/reports/depreciation,Index,page loads,loaded OK,✓
http://localhost:5173/fixed-assets/reports/register,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/accidents,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/billing,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/contracts,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/drivers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/fuel,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/maintenance/requests,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/routes,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/setup,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/trips,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/vehicles,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/fleet/violations,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/attendance,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/departments,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/employees,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/leaves,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/payroll,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/reports/departments,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/reports/employees,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/reports/salary,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/reports/turnover,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/hr/setup,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/adjustments,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/movements,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/products,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/reports/low-stock,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/reports/product-performance,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/reports/stock-movements,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/reports/stock-status,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/reports/valuation,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/transfers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/inventory/warehouses,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/language/en,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/billing,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/cod,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/deliveries,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/ecommerce/settings,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/fleet,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/orders,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/reports,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/setup,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/shipments,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/tracking-search,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/logistics/tracking/map,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/bom,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/finished-goods,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/material-issues,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/production-plans,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/scrap,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/setup,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/work-centers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/mfg/work-orders,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/my-store,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/pos,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/profile,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/invoices,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/orders,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/reports/aging,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/reports/by-product,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/reports/by-supplier,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/reports/returns,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/reports/summary,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/purchases/returns,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/branches,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/delivery,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/halls,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/kitchen,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/menu-categories,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/menu-items,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/modifiers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/orders,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/pos,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/production-centers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/recipes,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/reports/sales,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/reservations,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/restaurant/shifts,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales-reps,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/invoices,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/orders,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/quotations,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/reports/aging,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/reports/by-customer,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/reports/by-product,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/reports/daily,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/reports/returns,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/reports/summary,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/sales/returns,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/settings,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/supplier-categories,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/suppliers,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/support-tickets,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/support-tickets/reports,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/audit-log,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/reports/summary,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/reports/vat,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/returns,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/setup,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/submissions,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/tax/submissions/bulk,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/treasury/banks,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/treasury/dashboard,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/treasury/treasuries,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/user-management/roles,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/user-management/users,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/invoices,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/job-cards,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/reports/job-card-summary,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/reports/revenue,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/reports/technicians,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/reports/vehicle-history,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/labor-operations,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/sections,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/service-packages,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/service-types,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/setup/technicians,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/workshop/vehicles,Index,page loads,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/accounting/chart-of-accounts/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/accounting/fiscal-years/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/accounting/journal-entries/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/billings/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/boq/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
http://localhost:5173/construction/budgets/create,Create,form saves,"navigation error: Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""http://localho",✗
